localBodyCode,localBodyName,stateCode,stateName,lb_pincodes,total_lb_pincodes,num_candidate_districts,candidate_districts,overlap_percentages,top_districtCode,top_districtName,top_overlap_%,2nd_districtCode,2nd_districtName,2nd_overlap_%,disparity_value,disparity_category,unmatched_pin_count,unmatched_pincodes
302254,Sayla,8,Rajasthan,"[313325, 328024, 328027]",3,3,98:Dholpur(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%),"{98: 66.67, 112: 33.33, 117: 33.33}",98,Dholpur,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
302261,Masuda,8,Rajasthan,"[313325, 328024, 328027]",3,3,98:Dholpur(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%),"{98: 66.67, 112: 33.33, 117: 33.33}",98,Dholpur,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
302263,Gharsana,8,Rajasthan,"[313325, 328024, 328027]",3,3,98:Dholpur(66.67%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%),"{98: 66.67, 112: 33.33, 117: 33.33}",98,Dholpur,66.67,112.0,Rajsamand,33.33,33.34,HIGH DISPARITY,0,
302801,Mandrela,8,Rajasthan,"[328024, 328027, 333025]",3,2,98:Dholpur(66.67%) | 106:Jhunjhunu(33.33%),"{98: 66.67, 106: 33.33}",98,Dholpur,66.67,106.0,Jhunjhunu,33.33,33.34,HIGH DISPARITY,0,
302802,Mathaniya,8,Rajasthan,"[328024, 328027, 342305]",3,2,98:Dholpur(66.67%) | 107:Jodhpur(33.33%),"{98: 66.67, 107: 33.33}",98,Dholpur,66.67,107.0,Jodhpur,33.33,33.34,HIGH DISPARITY,0,
250901,Indore,23,Madhya Pradesh,"[452001, 452002, 452003, 452005, 452006, 452007, 452009, 452010, 452011, 452012, 452013, 452014, 452015, 452018]",14,1,410:Indore(64.29%),{410: 64.29},410,Indore,64.29,,,,64.29,HIGH DISPARITY,5,"[452005, 452009, 452013, 452014, 452018]"
251209,Vadodara,24,Gujarat,"[390001, 390002, 390003, 390004, 390006, 390007, 390009, 390010, 390011, 390012, 390013, 390014, 390016, 390017, 390018, 390019, 390020, 390021, 390022, 390023, 390024, 390025, 391320, 391345, 391750]",25,1,461:Vadodara(64.0%),{461: 64.0},461,Vadodara,64.0,,,,64.0,HIGH DISPARITY,9,"[390002, 390006, 390007, 390016, 390017, 390018, 390021, 391345, 391750]"
249785,Agartala Municipal Corporation,16,Tripura,"[799001, 799002, 799003, 799004, 799005, 799006, 799007, 799009, 799014, 799022]",10,1,272:West Tripura(60.0%),{272: 60.0},272,West Tripura,60.0,,,,60.0,HIGH DISPARITY,4,"[799005, 799007, 799014, 799022]"
252215,Paravur,32,Kerala,"[682301, 682304, 683104, 683513, 691301]",5,2,555:Ernakulam(60.0%) | 559:Kollam(20.0%),"{555: 60.0, 559: 20.0}",555,Ernakulam,60.0,559.0,Kollam,20.0,40.0,HIGH DISPARITY,1,[683104]
251739,Eluru,28,Andhra Pradesh,"[534001, 534002, 534005, 534006, 534007]",5,1,748:Eluru(60.0%),{748: 60.0},748,Eluru,60.0,,,,60.0,HIGH DISPARITY,2,"[534001, 534006]"
251530,Pune,27,Maharashtra,"[411001, 411002, 411003, 411004, 411005, 411006, 411007, 411008, 411009, 411011, 411013, 411014, 411015, 411016, 411020, 411021, 411022, 411023, 411024, 411025, 411028, 411030, 411032, 411036, 411037, 411038, 411040, 411041, 411042, 411043, 411045, 411046, 411047, 411048, 411051, 411052, 411058, 411060, 411067, 411068, 412207, 412307, 412308]",43,1,490:Pune(58.14%),{490: 58.14},490,Pune,58.14,,,,58.14,HIGH DISPARITY,18,"[411001, 411002, 411003, 411004, 411005, 411007, 411008, 411009, 411011, 411013, 411016, 411022, 411030, 411032, 411036, 411037, 411042, 411051]"
249650,Patna,10,Bihar,"[800001, 800002, 800003, 800004, 800005, 800006, 800007, 800008, 800009, 800010, 800011, 800013, 800014, 800015, 800016, 800017, 800019, 800021, 800022, 800023, 800024, 800025, 800028, 801105, 801106, 801507]",26,1,212:Patna(57.69%),{212: 57.69},212,Patna,57.69,,,,57.69,HIGH DISPARITY,11,"[800010, 800015, 800017, 800021, 800022, 800023, 800024, 800028, 801105, 801106, 801507]"
248760,Jodhpur-South,8,Rajasthan,"[342003, 342005, 342008, 342011, 342015, 342016, 342024]",7,1,107:Jodhpur(57.14%),{107: 57.14},107,Jodhpur,57.14,,,,57.14,HIGH DISPARITY,3,"[342003, 342011, 342016]"
251328,Amravati,27,Maharashtra,"[444601, 444602, 444603, 444604, 444605, 444606, 444607]",7,1,468:Amravati(57.14%),{468: 57.14},468,Amravati,57.14,,,,57.14,HIGH DISPARITY,3,"[444601, 444603, 444607]"
251757,Guntur,28,Andhra Pradesh,"[522001, 522002, 522003, 522004, 522006, 522007, 522034]",7,1,506:Guntur(57.14%),{506: 57.14},506,Guntur,57.14,,,,57.14,HIGH DISPARITY,3,"[522002, 522004, 522006]"
250694,Gwalior,23,Madhya Pradesh,"[474001, 474002, 474003, 474004, 474005, 474006, 474007, 474008, 474009, 474010, 474011, 474012, 474015, 474020]",14,1,407:Gwalior(57.14%),{407: 57.14},407,Gwalior,57.14,,,,57.14,HIGH DISPARITY,6,"[474007, 474008, 474009, 474011, 474012, 474015]"
250946,Bhopal,23,Madhya Pradesh,"[462001, 462002, 462003, 462004, 462008, 462010, 462011, 462016, 462020, 462022, 462023, 462024, 462026, 462027, 462030, 462031, 462033, 462036, 462037, 462038, 462039, 462040, 462041, 462042, 462043, 462044, 462047, 462066, 462100, 464993]",30,2,396:Bhopal(56.67%) | 421:Raisen(3.33%),"{396: 56.67, 421: 3.33}",396,Bhopal,56.67,421.0,Raisen,3.33,53.34,HIGH DISPARITY,12,"[462002, 462003, 462004, 462008, 462011, 462020, 462024, 462027, 462031, 462033, 462066, 462100]"
252749,Tiruchirappalli,33,Tamil Nadu,"[620001, 620002, 620003, 620004, 620005, 620006, 620008, 620014, 620017, 620018, 620020, 620022, 620023, 620024, 620026, 620027]",16,1,591:Tiruchirappalli(56.25%),{591: 56.25},591,Tiruchirappalli,56.25,,,,56.25,HIGH DISPARITY,7,"[620001, 620014, 620018, 620022, 620023, 620024, 620026]"
251577,Solapur,27,Maharashtra,"[413001, 413002, 413003, 413004, 413005, 413006, 413007, 413008, 413224]",9,1,496:Solapur(55.56%),{496: 55.56},496,Solapur,55.56,,,,55.56,HIGH DISPARITY,4,"[413001, 413003, 413005, 413007]"
301433,Akola,8,Rajasthan,"[312205, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 95:Chittorgarh(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 95: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,95.0,Chittorgarh,25.0,25.0,MODERATE DISPARITY,0,
300350,Manoharpur,8,Rajasthan,"[303104, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 102:Jaipur(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 102: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,102.0,Jaipur,25.0,25.0,MODERATE DISPARITY,0,
300492,Lakhipur Tc,18,Assam,"[783129, 788103]",2,2,282:Cachar(50.0%) | 287:Goalpara(50.0%),"{282: 50.0, 287: 50.0}",282,Cachar,50.0,287.0,Goalpara,50.0,0.0,LOW DISPARITY,0,
301244,Hindalco Industries Ltd. Renukoot,9,Uttar Pradesh,"[231001, 301244]",2,1,170:Mirzapur(50.0%),{170: 50.0},170,Mirzapur,50.0,,,,50.0,HIGH DISPARITY,1,[301244]
301405,Ahore,8,Rajasthan,"[307029, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 104:Jalore(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 104: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,104.0,Jalore,25.0,25.0,MODERATE DISPARITY,0,
248761,Pipar City,8,Rajasthan,"[313325, 328024, 328027, 342601]",4,4,98:Dholpur(50.0%) | 107:Jodhpur(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 107: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,107.0,Jodhpur,25.0,25.0,MODERATE DISPARITY,0,
248764,Pokaran,8,Rajasthan,"[313325, 328024, 328027, 345021]",4,5,98:Dholpur(50.0%) | 103:Jaisalmer(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 772:Phalodi(25.0%),"{98: 50.0, 103: 25.0, 112: 25.0, 117: 25.0, 772: 25.0}",98,Dholpur,50.0,103.0,Jaisalmer,25.0,25.0,MODERATE DISPARITY,0,
248765,Balotra,8,Rajasthan,"[305921, 313203, 344022, 344024]",4,4,775:Balotra(50.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 774:Beawar(25.0%),"{775: 50.0, 112: 25.0, 117: 25.0, 774: 25.0}",775,Balotra,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
248768,Bhinmal,8,Rajasthan,"[313325, 328024, 328027, 343029]",4,4,98:Dholpur(50.0%) | 104:Jalore(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 104: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,104.0,Jalore,25.0,25.0,MODERATE DISPARITY,0,
248769,Sanchore,8,Rajasthan,"[313325, 328024, 328027, 343041]",4,4,98:Dholpur(50.0%) | 104:Jalore(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 104: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,104.0,Jalore,25.0,25.0,MODERATE DISPARITY,0,
248770,Sheoganj,8,Rajasthan,"[307027, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 115:Sirohi(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 112: 25.0, 115: 25.0, 117: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
248773,Mount Abu,8,Rajasthan,"[307501, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 115:Sirohi(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 112: 25.0, 115: 25.0, 117: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
248774,Abu Road,8,Rajasthan,"[307026, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 115:Sirohi(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 112: 25.0, 115: 25.0, 117: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
248775,Jaitaran,8,Rajasthan,"[306302, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 774:Beawar(25.0%),"{98: 50.0, 112: 25.0, 117: 25.0, 774: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
248776,Sojat,8,Rajasthan,"[306104, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 111:Pali(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 111: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,111.0,Pali,25.0,25.0,MODERATE DISPARITY,0,
248743,Khandela,8,Rajasthan,"[313325, 332709]",2,3,112:Rajsamand(50.0%) | 114:Sikar(50.0%) | 117:Udaipur(50.0%),"{112: 50.0, 114: 50.0, 117: 50.0}",112,Rajsamand,50.0,114.0,Sikar,50.0,0.0,LOW DISPARITY,0,
248744,Sri Madhopur,8,Rajasthan,"[313325, 332715]",2,3,112:Rajsamand(50.0%) | 114:Sikar(50.0%) | 117:Udaipur(50.0%),"{112: 50.0, 114: 50.0, 117: 50.0}",112,Rajsamand,50.0,114.0,Sikar,50.0,0.0,LOW DISPARITY,0,
248791,Vijainagar,8,Rajasthan,"[305624, 313325]",2,4,86:Ajmer(50.0%) | 112:Rajsamand(50.0%) | 117:Udaipur(50.0%) | 774:Beawar(50.0%),"{86: 50.0, 112: 50.0, 117: 50.0, 774: 50.0}",86,Ajmer,50.0,112.0,Rajsamand,50.0,0.0,LOW DISPARITY,0,
248792,Sarwar,8,Rajasthan,"[305403, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 86:Ajmer(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 86: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,86.0,Ajmer,25.0,25.0,MODERATE DISPARITY,0,
248793,Kekri,8,Rajasthan,"[305404, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 86:Ajmer(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 86: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,86.0,Ajmer,25.0,25.0,MODERATE DISPARITY,0,
248794,Malpura,8,Rajasthan,"[304502, 313325]",2,3,112:Rajsamand(50.0%) | 116:Tonk(50.0%) | 117:Udaipur(50.0%),"{112: 50.0, 116: 50.0, 117: 50.0}",112,Rajsamand,50.0,116.0,Tonk,50.0,0.0,LOW DISPARITY,0,
248796,Niwai,8,Rajasthan,"[304021, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 116:Tonk(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 112: 25.0, 116: 25.0, 117: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
299941,Danta,8,Rajasthan,"[313325, 328024, 328027, 332703]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 114:Sikar(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 112: 25.0, 114: 25.0, 117: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
299942,Dhariawad,8,Rajasthan,"[312625, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 629:Pratapgarh(25.0%),"{98: 50.0, 112: 25.0, 117: 25.0, 629: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
299974,Bardod,8,Rajasthan,"[301020, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 782:Kotputli-Behror(25.0%),"{98: 50.0, 112: 25.0, 117: 25.0, 782: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
299976,Basni,8,Rajasthan,"[313325, 328024, 328027, 341021]",4,4,98:Dholpur(50.0%) | 110:Nagaur(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 110: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,110.0,Nagaur,25.0,25.0,MODERATE DISPARITY,0,
299977,Ajeetgarh,8,Rajasthan,"[305921, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(50.0%) | 117:Udaipur(25.0%) | 774:Beawar(25.0%),"{98: 50.0, 112: 50.0, 117: 25.0, 774: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,50.0,0.0,LOW DISPARITY,0,
300050,Semari,8,Rajasthan,"[313325, 313903, 328024, 328027]",4,4,98:Dholpur(50.0%) | 117:Udaipur(50.0%) | 112:Rajsamand(25.0%) | 777:Salumbar(25.0%),"{98: 50.0, 117: 50.0, 112: 25.0, 777: 25.0}",98,Dholpur,50.0,117.0,Udaipur,50.0,0.0,LOW DISPARITY,0,
300321,Narayana,8,Rajasthan,"[303348, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 102:Jaipur(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 102: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,102.0,Jaipur,25.0,25.0,MODERATE DISPARITY,0,
300344,Bahadurpur,8,Rajasthan,"[301028, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 87:Alwar(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 87: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,87.0,Alwar,25.0,25.0,MODERATE DISPARITY,0,
300347,Baroda Meo,8,Rajasthan,"[301021, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 87:Alwar(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 87: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,87.0,Alwar,25.0,25.0,MODERATE DISPARITY,0,
248804,Kaprain,8,Rajasthan,"[313325, 323301, 328024, 328027]",4,4,98:Dholpur(50.0%) | 94:Bundi(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 94: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,94.0,Bundi,25.0,25.0,MODERATE DISPARITY,0,
248805,Keshoraipatan,8,Rajasthan,"[313325, 323601, 328024, 328027]",4,4,98:Dholpur(50.0%) | 94:Bundi(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 94: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,94.0,Bundi,25.0,25.0,MODERATE DISPARITY,0,
248808,Asind,8,Rajasthan,"[311301, 313325, 328024, 328027]",4,5,98:Dholpur(50.0%) | 92:Bhilwara(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 774:Beawar(25.0%),"{98: 50.0, 92: 25.0, 112: 25.0, 117: 25.0, 774: 25.0}",98,Dholpur,50.0,92.0,Bhilwara,25.0,25.0,MODERATE DISPARITY,0,
248809,Gulabpura,8,Rajasthan,"[311021, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 92:Bhilwara(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 92: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,92.0,Bhilwara,25.0,25.0,MODERATE DISPARITY,0,
248811,Gangapur,8,Rajasthan,"[311801, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 92:Bhilwara(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 92: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,92.0,Bhilwara,25.0,25.0,MODERATE DISPARITY,0,
248813,Jahazpur,8,Rajasthan,"[311201, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 92:Bhilwara(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 92: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,92.0,Bhilwara,25.0,25.0,MODERATE DISPARITY,0,
248814,Mandalgarh,8,Rajasthan,"[311604, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 92:Bhilwara(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 92: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,92.0,Bhilwara,25.0,25.0,MODERATE DISPARITY,0,
248816,Deogarh,8,Rajasthan,"[313325, 313331, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(50.0%) | 117:Udaipur(50.0%) | 774:Beawar(25.0%),"{98: 50.0, 112: 50.0, 117: 50.0, 774: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,50.0,0.0,LOW DISPARITY,0,
248780,Rani,8,Rajasthan,"[306115, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 111:Pali(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 111: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,111.0,Pali,25.0,25.0,MODERATE DISPARITY,0,
248781,Sadri,8,Rajasthan,"[306702, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 111:Pali(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 111: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,111.0,Pali,25.0,25.0,MODERATE DISPARITY,0,
248782,Takhatgarh,8,Rajasthan,"[306912, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 111:Pali(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 111: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,111.0,Pali,25.0,25.0,MODERATE DISPARITY,0,
248783,Sumerpur,8,Rajasthan,"[306902, 313325]",2,3,111:Pali(50.0%) | 112:Rajsamand(50.0%) | 117:Udaipur(50.0%),"{111: 50.0, 112: 50.0, 117: 50.0}",111,Pali,50.0,112.0,Rajsamand,50.0,0.0,LOW DISPARITY,0,
248784,Falna,8,Rajasthan,"[306116, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 111:Pali(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 111: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,111.0,Pali,25.0,25.0,MODERATE DISPARITY,0,
248785,Bali,8,Rajasthan,"[306701, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 111:Pali(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 111: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,111.0,Pali,25.0,25.0,MODERATE DISPARITY,0,
248786,Kishangarh,8,Rajasthan,"[305801, 305802, 305921, 313203]",4,4,86:Ajmer(50.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 774:Beawar(25.0%),"{86: 50.0, 112: 25.0, 117: 25.0, 774: 25.0}",86,Ajmer,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
248787,Pushkar,8,Rajasthan,"[305022, 313325]",2,3,86:Ajmer(50.0%) | 112:Rajsamand(50.0%) | 117:Udaipur(50.0%),"{86: 50.0, 112: 50.0, 117: 50.0}",86,Ajmer,50.0,112.0,Rajsamand,50.0,0.0,LOW DISPARITY,0,
248821,Fatehnagar,8,Rajasthan,"[313205, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 117:Udaipur(50.0%) | 109:Kota(25.0%) | 112:Rajsamand(25.0%),"{98: 50.0, 117: 50.0, 109: 25.0, 112: 25.0}",98,Dholpur,50.0,117.0,Udaipur,50.0,0.0,LOW DISPARITY,0,
248823,Bhinder,8,Rajasthan,"[313325, 313603, 328024, 328027]",4,4,98:Dholpur(50.0%) | 117:Udaipur(50.0%) | 112:Rajsamand(25.0%) | 777:Salumbar(25.0%),"{98: 50.0, 117: 50.0, 112: 25.0, 777: 25.0}",98,Dholpur,50.0,117.0,Udaipur,50.0,0.0,LOW DISPARITY,0,
248824,Kanor,8,Rajasthan,"[313325, 313604, 328024, 328027]",4,4,98:Dholpur(50.0%) | 117:Udaipur(50.0%) | 112:Rajsamand(25.0%) | 777:Salumbar(25.0%),"{98: 50.0, 117: 50.0, 112: 25.0, 777: 25.0}",98,Dholpur,50.0,117.0,Udaipur,50.0,0.0,LOW DISPARITY,0,
248832,Sagwara,8,Rajasthan,"[313325, 314025, 328024, 328027]",4,4,98:Dholpur(50.0%) | 99:Dungarpur(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 99: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,99.0,Dungarpur,25.0,25.0,MODERATE DISPARITY,0,
248836,Kushalgarh,8,Rajasthan,"[313325, 327801, 328024, 328027]",4,4,98:Dholpur(50.0%) | 88:Banswara(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 88: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,88.0,Banswara,25.0,25.0,MODERATE DISPARITY,0,
248837,Begun,8,Rajasthan,"[312023, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 95:Chittorgarh(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 95: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,95.0,Chittorgarh,25.0,25.0,MODERATE DISPARITY,0,
248838,Rawatbhata,8,Rajasthan,"[313325, 323307]",2,3,95:Chittorgarh(50.0%) | 112:Rajsamand(50.0%) | 117:Udaipur(50.0%),"{95: 50.0, 112: 50.0, 117: 50.0}",95,Chittorgarh,50.0,112.0,Rajsamand,50.0,0.0,LOW DISPARITY,0,
248840,Kapasan,8,Rajasthan,"[312202, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 95:Chittorgarh(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 95: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,95.0,Chittorgarh,25.0,25.0,MODERATE DISPARITY,0,
248841,Nimbahera,8,Rajasthan,"[312601, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 95:Chittorgarh(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 95: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,95.0,Chittorgarh,25.0,25.0,MODERATE DISPARITY,0,
248798,Todaraisingh,8,Rajasthan,"[304505, 313325, 328024, 328027]",4,4,98:Dholpur(50.0%) | 112:Rajsamand(25.0%) | 116:Tonk(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 112: 25.0, 116: 25.0, 117: 25.0}",98,Dholpur,50.0,112.0,Rajsamand,25.0,25.0,MODERATE DISPARITY,0,
248799,Deoli,8,Rajasthan,"[304804, 313325]",2,3,112:Rajsamand(50.0%) | 116:Tonk(50.0%) | 117:Udaipur(50.0%),"{112: 50.0, 116: 50.0, 117: 50.0}",112,Rajsamand,50.0,116.0,Tonk,50.0,0.0,LOW DISPARITY,0,
248800,Uniara,8,Rajasthan,"[304024, 313325, 328024, 328027]",4,5,98:Dholpur(50.0%) | 94:Bundi(25.0%) | 112:Rajsamand(25.0%) | 116:Tonk(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 94: 25.0, 112: 25.0, 116: 25.0, 117: 25.0}",98,Dholpur,50.0,94.0,Bundi,25.0,25.0,MODERATE DISPARITY,0,
248801,Nainwa,8,Rajasthan,"[313325, 323801, 328024, 328027]",4,4,98:Dholpur(50.0%) | 94:Bundi(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 94: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,94.0,Bundi,25.0,25.0,MODERATE DISPARITY,0,
248802,Indragarh,8,Rajasthan,"[313325, 323613, 328024, 328027]",4,4,98:Dholpur(50.0%) | 94:Bundi(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 94: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,94.0,Bundi,25.0,25.0,MODERATE DISPARITY,0,
248803,Lakheri,8,Rajasthan,"[313325, 323603, 328024, 328027]",4,4,98:Dholpur(50.0%) | 94:Bundi(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%),"{98: 50.0, 94: 25.0, 112: 25.0, 117: 25.0}",98,Dholpur,50.0,94.0,Bundi,25.0,25.0,MODERATE DISPARITY,0,
