localBodyCode,localBodyName,stateCode,stateName,lb_pincodes,total_lb_pincodes,num_candidate_districts,candidate_districts,overlap_percentages,top_districtCode,top_districtName,top_overlap_%,2nd_districtCode,2nd_districtName,2nd_overlap_%,disparity_value,disparity_category,unmatched_pin_count,unmatched_pincodes
248651,Sri Ganganagar,8,Rajasthan,"[305921, 313203, 335001]",3,4,100:Ganganagar(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{100: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",100,Ganganagar,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
302222,Mandhan,8,Rajasthan,"[301704, 305921, 313203]",3,4,112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%) | 782:Kotputli-Behror(33.33%),"{112: 33.33, 117: 33.33, 774: 33.33, 782: 33.33}",112,Rajsamand,33.33,117.0,Udaipur,33.33,0.0,LOW DISPARITY,0,
302612,Malsisar,8,Rajasthan,"[305921, 313203, 331028]",3,4,106:Jhunjhunu(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{106: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",106,Jhunjhunu,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248683,Jhunjhunun,8,Rajasthan,"[305921, 313203, 333001]",3,4,106:Jhunjhunu(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{106: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",106,Jhunjhunu,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248680,Sujangarh,8,Rajasthan,"[305921, 313203, 331507]",3,4,96:Churu(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{96: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",96,Churu,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
301905,Narayanpur,8,Rajasthan,"[301024, 305921, 313203]",3,4,112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%) | 782:Kotputli-Behror(33.33%),"{112: 33.33, 117: 33.33, 774: 33.33, 782: 33.33}",112,Rajsamand,33.33,117.0,Udaipur,33.33,0.0,LOW DISPARITY,0,
248713,Dhaulpur,8,Rajasthan,"[305921, 313203, 328001]",3,4,98:Dholpur(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{98: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",98,Dholpur,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248718,Gangapur City,8,Rajasthan,"[305921, 313203, 322201]",3,4,112:Rajsamand(33.33%) | 113:Sawai Madhopur(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{112: 33.33, 113: 33.33, 117: 33.33, 774: 33.33}",112,Rajsamand,33.33,113.0,Sawai Madhopur,33.33,0.0,LOW DISPARITY,0,
248720,Sawai Madhopur,8,Rajasthan,"[305921, 313203, 322001]",3,4,112:Rajsamand(33.33%) | 113:Sawai Madhopur(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{112: 33.33, 113: 33.33, 117: 33.33, 774: 33.33}",112,Rajsamand,33.33,113.0,Sawai Madhopur,33.33,0.0,LOW DISPARITY,0,
248716,Hindaun City,8,Rajasthan,"[305921, 313203, 322230]",3,4,108:Karauli(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{108: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",108,Karauli,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248717,Karauli,8,Rajasthan,"[305921, 313203, 322241]",3,4,108:Karauli(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{108: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",108,Karauli,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248699,Alwar,8,Rajasthan,"[301001, 305921, 313203]",3,5,87:Alwar(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%) | 782:Kotputli-Behror(33.33%),"{87: 33.33, 112: 33.33, 117: 33.33, 774: 33.33, 782: 33.33}",87,Alwar,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248705,Deeg,8,Rajasthan,"[305921, 313203, 321203]",3,5,91:Bharatpur(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 767:Deeg(33.33%) | 774:Beawar(33.33%),"{91: 33.33, 112: 33.33, 117: 33.33, 767: 33.33, 774: 33.33}",91,Bharatpur,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
301451,Sikaray,8,Rajasthan,"[303508, 305921, 313203]",3,4,97:Dausa(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{97: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",97,Dausa,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
301457,Hindoli,8,Rajasthan,"[305921, 313203, 323023]",3,4,94:Bundi(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{94: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",94,Bundi,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
301900,Tinwari,8,Rajasthan,"[305921, 313203, 342306]",3,4,107:Jodhpur(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{107: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",107,Jodhpur,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248673,Churu,8,Rajasthan,"[305921, 313203, 331001]",3,4,96:Churu(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{96: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",96,Churu,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248725,Dausa,8,Rajasthan,"[303303, 305921, 313203]",3,5,97:Dausa(33.33%) | 102:Jaipur(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{97: 33.33, 102: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",97,Dausa,33.33,102.0,Jaipur,33.33,0.0,LOW DISPARITY,0,
248695,Bhiwadi,8,Rajasthan,"[301019, 305921, 313203]",3,4,112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 770:Khairthal-Tijara(33.33%) | 774:Beawar(33.33%),"{112: 33.33, 117: 33.33, 770: 33.33, 774: 33.33}",112,Rajsamand,33.33,117.0,Udaipur,33.33,0.0,LOW DISPARITY,0,
301914,Diggi,8,Rajasthan,"[304504, 305921, 313203]",3,4,112:Rajsamand(33.33%) | 116:Tonk(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{112: 33.33, 116: 33.33, 117: 33.33, 774: 33.33}",112,Rajsamand,33.33,116.0,Tonk,33.33,0.0,LOW DISPARITY,0,
301915,Bijoliya,8,Rajasthan,"[305921, 311602, 313203]",3,4,92:Bhilwara(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{92: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",92,Bhilwara,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
302181,Chohtan,8,Rajasthan,"[305921, 313203, 344702]",3,4,90:Barmer(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{90: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",90,Barmer,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248662,Hanumangarh,8,Rajasthan,"[305921, 313203, 335512]",3,5,100:Ganganagar(33.33%) | 101:Hanumangarh(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{100: 33.33, 101: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",100,Ganganagar,33.33,101.0,Hanumangarh,33.33,0.0,LOW DISPARITY,0,
301910,Kuri Bhagtasani,8,Rajasthan,"[305921, 313203, 342005]",3,4,107:Jodhpur(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{107: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",107,Jodhpur,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
301912,Jakhal,8,Rajasthan,"[305921, 313203, 333305]",3,4,106:Jhunjhunu(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{106: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",106,Jhunjhunu,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248771,Sirohi,8,Rajasthan,"[305921, 307001, 313203]",3,4,112:Rajsamand(33.33%) | 115:Sirohi(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{112: 33.33, 115: 33.33, 117: 33.33, 774: 33.33}",112,Rajsamand,33.33,115.0,Sirohi,33.33,0.0,LOW DISPARITY,0,
248778,Pali,8,Rajasthan,"[305921, 306401, 313203]",3,4,111:Pali(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{111: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",111,Pali,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248727,Kotputli,8,Rajasthan,"[303108, 305921, 313203]",3,4,112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%) | 782:Kotputli-Behror(33.33%),"{112: 33.33, 117: 33.33, 774: 33.33, 782: 33.33}",112,Rajsamand,33.33,117.0,Udaipur,33.33,0.0,LOW DISPARITY,0,
301415,Kathumar,8,Rajasthan,"[301415, 305921, 313203]",3,4,87:Alwar(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{87: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",87,Alwar,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
301410,Ramgarh Pachwara,8,Rajasthan,"[303510, 305921, 313203]",3,4,97:Dausa(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{97: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",97,Dausa,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
301413,Mandrayal,8,Rajasthan,"[305921, 313203, 322251]",3,4,108:Karauli(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{108: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",108,Karauli,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
301438,Dudu,8,Rajasthan,"[303008, 305921, 313203]",3,4,102:Jaipur(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{102: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",102,Jaipur,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248741,Sikar,8,Rajasthan,"[305921, 313203, 332001]",3,4,112:Rajsamand(33.33%) | 114:Sikar(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{112: 33.33, 114: 33.33, 117: 33.33, 774: 33.33}",112,Rajsamand,33.33,114.0,Sikar,33.33,0.0,LOW DISPARITY,0,
248862,Jhalawar,8,Rajasthan,"[305921, 313203, 326001]",3,4,105:Jhalawar(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{105: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",105,Jhalawar,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248831,Dungarpur,8,Rajasthan,"[305921, 313203, 314001]",3,4,99:Dungarpur(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{99: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",99,Dungarpur,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
302182,Lunkaransar,8,Rajasthan,"[305921, 313203, 334603]",3,4,93:Bikaner(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{93: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",93,Bikaner,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
302205,Khandar,8,Rajasthan,"[305921, 313203, 322025]",3,4,112:Rajsamand(33.33%) | 113:Sawai Madhopur(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{112: 33.33, 113: 33.33, 117: 33.33, 774: 33.33}",112,Rajsamand,33.33,113.0,Sawai Madhopur,33.33,0.0,LOW DISPARITY,0,
302206,Pahari ,8,Rajasthan,"[305921, 313203, 321024]",3,4,112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 767:Deeg(33.33%) | 774:Beawar(33.33%),"{112: 33.33, 117: 33.33, 767: 33.33, 774: 33.33}",112,Rajsamand,33.33,117.0,Udaipur,33.33,0.0,LOW DISPARITY,0,
302180,Napasar,8,Rajasthan,"[305921, 313203, 334201]",3,4,93:Bikaner(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{93: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",93,Bikaner,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
248056,Chas,20,Jharkhand,"[827001, 827012, 827013]",3,1,322:Bokaro(33.33%),{322: 33.33},322,Bokaro,33.33,,,,33.33,HIGH DISPARITY,2,"[827001, 827012]"
301909,Lambaharising,8,Rajasthan,"[304503, 305921, 313203]",3,4,112:Rajsamand(33.33%) | 116:Tonk(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{112: 33.33, 116: 33.33, 117: 33.33, 774: 33.33}",112,Rajsamand,33.33,116.0,Tonk,33.33,0.0,LOW DISPARITY,0,
301913,Dundlod,8,Rajasthan,"[305921, 313203, 333702]",3,4,106:Jhunjhunu(33.33%) | 112:Rajsamand(33.33%) | 117:Udaipur(33.33%) | 774:Beawar(33.33%),"{106: 33.33, 112: 33.33, 117: 33.33, 774: 33.33}",106,Jhunjhunu,33.33,112.0,Rajsamand,33.33,0.0,LOW DISPARITY,0,
252045,Mysuru,29,Karnataka,"[570001, 570002, 570003, 570004, 570005, 570006, 570007, 570008, 570009, 570010, 570011, 570012, 570015, 570016, 570017, 570018, 570019, 570020, 570022, 570023, 570025, 570026, 570027, 570028, 570029, 570030, 570031, 570032, 570033, 570034]",30,1,545:Mysuru(30.0%),{545: 30.0},545,Mysuru,30.0,,,,30.0,MODERATE DISPARITY,21,"[570001, 570002, 570004, 570005, 570006, 570007, 570009, 570011, 570012, 570015, 570016, 570017, 570020, 570022, 570023, 570025, 570027, 570029, 570031, 570032, 570034]"
250543,Berhampur,21,Odisha,"[760001, 760002, 760003, 760004, 760005, 760006, 760008, 760009, 760010, 760011]",10,1,354:Ganjam(30.0%),{354: 30.0},354,Ganjam,30.0,,,,30.0,MODERATE DISPARITY,7,"[760001, 760004, 760005, 760006, 760008, 760009, 760011]"
250520,Bhubaneswar,21,Odisha,"[751001, 751002, 751003, 751004, 751005, 751006, 751007, 751008, 751009, 751010, 751011, 751012, 751013, 751014, 751015, 751016, 751017, 751018, 751019, 751020, 751021, 751022, 751023, 751024, 751025, 751028, 751029, 751030, 751031, 751032]",30,2,362:Khordha(30.0%) | 369:Puri(3.33%),"{362: 30.0, 369: 3.33}",362,Khordha,30.0,369.0,Puri,3.33,26.67,MODERATE DISPARITY,21,"[751001, 751003, 751004, 751005, 751006, 751007, 751008, 751009, 751010, 751011, 751012, 751013, 751014, 751015, 751016, 751018, 751020, 751022, 751023, 751025, 751032]"
252252,Pathanamthitta,32,Kerala,"[682301, 682304, 683104, 689645, 689653, 689668, 689698]",7,2,555:Ernakulam(28.57%) | 564:Pathanamthitta(14.29%),"{555: 28.57, 564: 14.29}",555,Ernakulam,28.57,564.0,Pathanamthitta,14.29,14.28,MODERATE DISPARITY,4,"[683104, 689645, 689653, 689698]"
250247,Howrah,19,West Bengal,"[711101, 711102, 711103, 711104, 711105, 711106, 711107, 711108, 711109, 711110, 711111, 711112, 711113, 711114, 711302]",15,1,313:Howrah(26.67%),{313: 26.67},313,Howrah,26.67,,,,26.67,MODERATE DISPARITY,11,"[711101, 711102, 711103, 711105, 711106, 711107, 711108, 711110, 711111, 711112, 711113]"
252833,Thanjavur,33,Tamil Nadu,"[613001, 613007, 613008, 613009]",4,1,586:Thanjavur(25.0%),{586: 25.0},586,Thanjavur,25.0,,,,25.0,MODERATE DISPARITY,3,"[613007, 613008, 613009]"
250138,Panihati,19,West Bengal,"[700109, 700110, 700111, 700112, 700113, 700114, 700115, 700118]",8,1,303:North 24 Parganas(25.0%),{303: 25.0},303,North 24 Parganas,25.0,,,,25.0,MODERATE DISPARITY,6,"[700109, 700111, 700112, 700114, 700115, 700118]"
249242,Lalganj,9,Uttar Pradesh,"[229206, 231211, 272171, 276202]",4,5,123:Azamgarh(25.0%) | 131:Basti(25.0%) | 170:Mirzapur(25.0%) | 175:Rae Bareli(25.0%) | 178:Sant Kabir Nagar(25.0%),"{123: 25.0, 131: 25.0, 170: 25.0, 175: 25.0, 178: 25.0}",123,Azamgarh,25.0,131.0,Basti,25.0,0.0,LOW DISPARITY,0,
250125,Bhatpara,19,West Bengal,"[743123, 743124, 743125, 743126, 743127, 743128, 743129, 743194]",8,1,303:North 24 Parganas(25.0%),{303: 25.0},303,North 24 Parganas,25.0,,,,25.0,MODERATE DISPARITY,6,"[743123, 743124, 743125, 743128, 743129, 743194]"
250179,Uttarpara Kotrung,19,West Bengal,"[712232, 712233, 712245, 712258]",4,1,312:Hooghly(25.0%),{312: 25.0},312,Hooghly,25.0,,,,25.0,MODERATE DISPARITY,3,"[712232, 712233, 712258]"
301409,Singhana,8,Rajasthan,"[301409, 305921, 313203, 333516]",4,5,87:Alwar(25.0%) | 106:Jhunjhunu(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 774:Beawar(25.0%),"{87: 25.0, 106: 25.0, 112: 25.0, 117: 25.0, 774: 25.0}",87,Alwar,25.0,106.0,Jhunjhunu,25.0,0.0,LOW DISPARITY,0,
248844,Pratapgarh,8,Rajasthan,"[301027, 305921, 312605, 313203]",4,5,87:Alwar(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 629:Pratapgarh(25.0%) | 774:Beawar(25.0%),"{87: 25.0, 112: 25.0, 117: 25.0, 629: 25.0, 774: 25.0}",87,Alwar,25.0,112.0,Rajsamand,25.0,0.0,LOW DISPARITY,0,
252633,Pallapalayam,33,Tamil Nadu,"[638116, 639002, 641402, 641663]",4,4,569:Coimbatore(25.0%) | 573:Erode(25.0%) | 576:Karur(25.0%) | 634:Tiruppur(25.0%),"{569: 25.0, 573: 25.0, 576: 25.0, 634: 25.0}",569,Coimbatore,25.0,573.0,Erode,25.0,0.0,LOW DISPARITY,0,
301407,Malakheda,8,Rajasthan,"[301406, 301407, 305921, 313203]",4,5,87:Alwar(25.0%) | 112:Rajsamand(25.0%) | 117:Udaipur(25.0%) | 770:Khairthal-Tijara(25.0%) | 774:Beawar(25.0%),"{87: 25.0, 112: 25.0, 117: 25.0, 770: 25.0, 774: 25.0}",87,Alwar,25.0,112.0,Rajsamand,25.0,0.0,LOW DISPARITY,0,
250467,Raurkela,21,Odisha,"[769001, 769002, 769005, 769008, 769010, 769011, 769012, 769013, 769014, 769016]",10,1,373:Sundargarh(20.0%),{373: 20.0},373,Sundargarh,20.0,,,,20.0,MODERATE DISPARITY,8,"[769001, 769002, 769005, 769008, 769010, 769011, 769013, 769014]"
251484,Ulhasnagar,27,Maharashtra,"[421001, 421002, 421003, 421004, 421005]",5,1,497:Thane(20.0%),{497: 20.0},497,Thane,20.0,,,,20.0,MODERATE DISPARITY,4,"[421001, 421003, 421004, 421005]"
251625,Kolhapur,27,Maharashtra,"[416001, 416003, 416006, 416007, 416012]",5,1,480:Kolhapur(20.0%),{480: 20.0},480,Kolhapur,20.0,,,,20.0,MODERATE DISPARITY,4,"[416003, 416006, 416007, 416012]"
250137,Khardah,19,West Bengal,"[700112, 700115, 700116, 700117, 700118, 700119]",6,1,303:North 24 Parganas(16.67%),{303: 16.67},303,North 24 Parganas,16.67,,,,16.67,MODERATE DISPARITY,5,"[700112, 700115, 700116, 700117, 700118]"
276402,South Delhi Municipal Corporation,7,Delhi,"[110013, 110014, 110016, 110017, 110018, 110019, 110020, 110022, 110024, 110025, 110026, 110027, 110029, 110030, 110037, 110038, 110043, 110044, 110045, 110046, 110047, 110048, 110049, 110057, 110058, 110059, 110061, 110062, 110064, 110065, 110066, 110067, 110068, 110070, 110071, 110072, 110073, 110074, 110075, 110076, 110077, 110078, 110080, 110097]",44,4,83:South(15.91%) | 84:South West(15.91%) | 670:South East(9.09%) | 85:West(4.55%),"{83: 15.91, 84: 15.91, 670: 9.09, 85: 4.55}",83,South,15.91,84.0,South West,15.91,0.0,LOW DISPARITY,25,"[110013, 110014, 110016, 110017, 110018, 110019, 110020, 110022, 110026, 110027, 110029, 110045, 110046, 110048, 110049, 110058, 110062, 110064, 110065, 110066, 110067, 110070, 110075, 110077, 110078]"
276401,North Delhi Municipal Corporation,7,Delhi,"[110006, 110015, 110023, 110026, 110041, 110063, 110087]",7,4,82:North West(14.29%) | 84:South West(14.29%) | 85:West(14.29%) | 794:Outer North(14.29%),"{82: 14.29, 84: 14.29, 85: 14.29, 794: 14.29}",82,North West,14.29,84.0,South West,14.29,0.0,LOW DISPARITY,6,"[110006, 110015, 110023, 110026, 110063, 110087]"
250145,Bidhannagar,19,West Bengal,"[700048, 700052, 700055, 700059, 700064, 700089, 700091, 700097, 700100, 700101, 700102, 700106, 700157, 700159, 700162]",15,1,303:North 24 Parganas(13.33%),{303: 13.33},303,North 24 Parganas,13.33,,,,13.33,MODERATE DISPARITY,13,"[700048, 700052, 700055, 700059, 700064, 700089, 700091, 700097, 700100, 700101, 700106, 700157, 700159]"
253100,Sambalpur,21,Odisha,"[768001, 768002, 768003, 768004, 768017, 768018, 768019, 768020]",8,1,371:Sambalpur(12.5%),{371: 12.5},371,Sambalpur,12.5,,,,12.5,MODERATE DISPARITY,7,"[768001, 768002, 768003, 768004, 768018, 768019, 768020]"
252260,Thiruvananthapuram,32,Kerala,"[682001, 695001, 695004, 695006, 695007, 695008, 695009, 695010, 695011, 695015, 695016, 695017, 695020, 695021, 695022, 695023, 695024, 695025, 695029, 695030, 695033, 695034, 695035, 695036, 695038, 695040, 695043, 695099, 695521, 695581, 695583, 695585]",32,2,565:Thiruvananthapuram(12.5%) | 555:Ernakulam(3.12%),"{565: 12.5, 555: 3.12}",565,Thiruvananthapuram,12.5,555.0,Ernakulam,3.12,9.38,LOW DISPARITY,27,"[695001, 695006, 695007, 695008, 695009, 695010, 695011, 695015, 695016, 695017, 695020, 695021, 695022, 695023, 695025, 695029, 695030, 695033, 695034, 695035, 695036, 695038, 695040, 695099, 695581, 695583, 695585]"
250378,Dhanbad,20,Jharkhand,"[826001, 826003, 826004, 826005, 826007, 828106, 828107, 828108, 828110, 828111, 828112, 828115, 828117, 828119, 828120, 828122, 828123, 828126, 828127, 828130, 828131, 828132, 828133, 828135, 828301, 828302, 828309]",27,1,325:Dhanbad(7.41%),{325: 7.41},325,Dhanbad,7.41,,,,7.41,LOW DISPARITY,25,"[826003, 826005, 826007, 828106, 828107, 828108, 828110, 828111, 828112, 828115, 828117, 828119, 828120, 828122, 828123, 828126, 828127, 828130, 828131, 828132, 828133, 828135, 828301, 828302, 828309]"
276386,Chandigarh,4,Chandigarh,"[160002, 160003, 160009, 160011, 160012, 160014, 160015, 160017, 160018, 160019, 160020, 160022, 160023, 160025, 160030, 160036, 160043, 160047, 160101, 160102]",20,1,608:S.A.S Nagar(5.0%),{608: 5.0},608,S.A.S Nagar,5.0,,,,5.0,LOW DISPARITY,19,"[160002, 160003, 160009, 160011, 160012, 160015, 160017, 160018, 160019, 160020, 160022, 160023, 160025, 160030, 160036, 160043, 160047, 160101, 160102]"
