pincode,districtCode,districtNameEnglish,subdistrictCode,subdistrictNameEnglish,villageCode,villageNameEnglish
224176,121,Ambedkar Nagar,908,Allapur,167330,Sarphuddinpur
224176,121,Ambedkar Nagar,908,Allapur,167448,Sary Galib Urf Dumduma
224176,121,Ambedkar Nagar,908,Allapur,167768,Sirsa Siswa
224176,121,Ambedkar Nagar,908,Allapur,167736,Tarauna Bansgaun
224176,121,Ambedkar Nagar,908,Allapur,167733,Tulsipur
224149,121,Ambedkar Nagar,909,Jalalpur,167878,Ashrafpur Bhua
224149,121,Ambedkar Nagar,909,Jalalpur,167841,Astabad
224149,121,Ambedkar Nagar,909,Jalalpur,167938,Buragaon
224149,121,Ambedkar Nagar,909,Jalalpur,168015,Chakia
224149,121,Ambedkar Nagar,909,Jalalpur,168044,Chodahprass
224149,121,Ambedkar Nagar,909,Jalalpur,168072,Garopur
224149,121,Ambedkar Nagar,909,Jalalpur,167881,Hajipur
224149,121,Ambedkar Nagar,909,Jalalpur,168109,Karmullahpur
224149,121,Ambedkar Nagar,909,Jalalpur,168088,Mateehi
224149,121,Ambedkar Nagar,909,Jalalpur,168049,Mukhdoompur
224149,121,Ambedkar Nagar,909,Jalalpur,167994,Nevtara
224149,121,Ambedkar Nagar,909,Jalalpur,168065,Newadakala
224149,121,Ambedkar Nagar,909,Jalalpur,167844,Panthipur
224149,121,Ambedkar Nagar,909,Jalalpur,168077,Rehta Khurd
224149,121,Ambedkar Nagar,909,Jalalpur,168078,Rundooli
224149,121,Ambedkar Nagar,909,Jalalpur,168050,Sehri
224149,121,Ambedkar Nagar,909,Jalalpur,168051,Shivpal
224149,121,Ambedkar Nagar,909,Jalalpur,168089,Tighra
224149,121,Ambedkar Nagar,909,Jalalpur,167895,Tikri
224155,121,Ambedkar Nagar,909,Jalalpur,167976,Tundawa Maulahi
224149,121,Ambedkar Nagar,909,Jalalpur,167849,Ufrooli
224149,121,Ambedkar Nagar,909,Jalalpur,167837,Usmanpur Dehat
224190,121,Ambedkar Nagar,907,Tanda,940751,Alahdadpur Bahar Nagar Kshetr
224190,121,Ambedkar Nagar,907,Tanda,167034,Alampur Dhanaura
224190,121,Ambedkar Nagar,907,Tanda,167009,Alampur Shekhpur
224190,121,Ambedkar Nagar,907,Tanda,166984,Arkhapur Kaji
224190,121,Ambedkar Nagar,907,Tanda,167048,Arsawan
224190,121,Ambedkar Nagar,907,Tanda,167030,Bahorapur
224190,121,Ambedkar Nagar,907,Tanda,167282,Bajdahiya Paipur
224145,121,Ambedkar Nagar,907,Tanda,167097,Balrampur
224190,121,Ambedkar Nagar,907,Tanda,167069,Barua Jalaki
224190,121,Ambedkar Nagar,907,Tanda,167080,Bihrai
224190,121,Ambedkar Nagar,907,Tanda,167011,Brahimpur Churawan
224190,121,Ambedkar Nagar,907,Tanda,167008,Brahimpur Kusma
224190,121,Ambedkar Nagar,907,Tanda,166940,Budhanpur
224190,121,Ambedkar Nagar,907,Tanda,167157,Chand Pur
224190,121,Ambedkar Nagar,907,Tanda,167226,Dhourhara
224145,121,Ambedkar Nagar,907,Tanda,167127,Gauhaniya
224145,121,Ambedkar Nagar,907,Tanda,167121,Gowa Makrand
224190,121,Ambedkar Nagar,907,Tanda,167052,Habibpur
224190,121,Ambedkar Nagar,907,Tanda,167023,Ismailpur Beldaha
224190,121,Ambedkar Nagar,907,Tanda,167250,Jainuddin Pur
224190,121,Ambedkar Nagar,907,Tanda,167025,Jot Awasti
224190,121,Ambedkar Nagar,907,Tanda,166972,Kanaudha
224145,121,Ambedkar Nagar,907,Tanda,167327,Katariya
224190,121,Ambedkar Nagar,907,Tanda,167061,Khairpur
224145,121,Ambedkar Nagar,907,Tanda,167138,Khanshapur Urf Pahadpur
224145,121,Ambedkar Nagar,907,Tanda,167089,Khurkhuri
224190,121,Ambedkar Nagar,907,Tanda,167012,Kisunpur
224145,121,Ambedkar Nagar,907,Tanda,167313,Mahmadpur Kapuri
224145,121,Ambedkar Nagar,907,Tanda,167214,Mahmud Pur
224190,121,Ambedkar Nagar,907,Tanda,166959,Mahripur
224190,121,Ambedkar Nagar,907,Tanda,167205,Mai Pur
224190,121,Ambedkar Nagar,907,Tanda,166944,Majha Arungabad
224190,121,Ambedkar Nagar,907,Tanda,167236,Majha Danjwal
224190,121,Ambedkar Nagar,907,Tanda,166943,Majha Dhalmau
224190,121,Ambedkar Nagar,907,Tanda,167298,Majha Duhiya
224190,121,Ambedkar Nagar,907,Tanda,167015,Majha Gangapur
224190,121,Ambedkar Nagar,907,Tanda,166999,Majha Kala
224190,121,Ambedkar Nagar,907,Tanda,166925,Majha Karman Pur Barsawa
224190,121,Ambedkar Nagar,907,Tanda,166947,Majha Katariya
224190,121,Ambedkar Nagar,907,Tanda,166942,Majha Salarpur
224190,121,Ambedkar Nagar,907,Tanda,167233,Majha Tarauli Mubarkpur
224190,121,Ambedkar Nagar,907,Tanda,167318,Makdum Nagar
224190,121,Ambedkar Nagar,907,Tanda,167285,Mishrouliya Chhangupur
224190,121,Ambedkar Nagar,907,Tanda,167184,Mohiuddin Pur
224145,121,Ambedkar Nagar,907,Tanda,166928,Naipura
224190,121,Ambedkar Nagar,907,Tanda,167079,Nandapur
224190,121,Ambedkar Nagar,907,Tanda,167210,Narayanpur Pretampur
224190,121,Ambedkar Nagar,907,Tanda,167229,Narkata Bairagipur
224145,121,Ambedkar Nagar,907,Tanda,167179,Pakri Bhojpur
224190,121,Ambedkar Nagar,907,Tanda,167073,Parasuram Pur
224190,121,Ambedkar Nagar,907,Tanda,167204,Prithbipur
224190,121,Ambedkar Nagar,907,Tanda,167208,Rampur Venipur
224190,121,Ambedkar Nagar,907,Tanda,167053,Rasoolpur Molna Chak
224190,121,Ambedkar Nagar,907,Tanda,167308,Sahjaura
224190,121,Ambedkar Nagar,907,Tanda,166996,Sakrawal Andar Nagar Kshtra
224190,121,Ambedkar Nagar,907,Tanda,166963,Salahpur Rajaur
224145,121,Ambedkar Nagar,907,Tanda,166950,Salarpur
224190,121,Ambedkar Nagar,907,Tanda,166970,Samhariya
224190,121,Ambedkar Nagar,907,Tanda,167158,Sarayjain Khan
224190,121,Ambedkar Nagar,907,Tanda,167199,Sonhan
224190,121,Ambedkar Nagar,907,Tanda,167104,Utrethoo
224190,121,Ambedkar Nagar,907,Tanda,167047,Vahid Patti
224190,121,Ambedkar Nagar,907,Tanda,167096,Yadavpur
227405,640,Amethi,914,Amethi,169359,Aghar
227409,640,Amethi,914,Amethi,169463,Bas00 Pur
227405,640,Amethi,914,Amethi,169522,Bhojpur
227405,640,Amethi,914,Amethi,169374,Chakrdhar Pur
227405,640,Amethi,914,Amethi,169320,Chaturbhuj Pur
227405,640,Amethi,914,Amethi,169324,Ghaghu Ghar
227409,640,Amethi,914,Amethi,169276,Ismailpur
227405,640,Amethi,914,Amethi,169305,Loharta
227405,640,Amethi,914,Amethi,169360,Maharajpur
227405,640,Amethi,914,Amethi,169341,Manipur Raghau
227405,640,Amethi,914,Amethi,169489,Pathkhauli
227405,640,Amethi,914,Amethi,169355,Rajapur Kohra
227405,640,Amethi,914,Amethi,169290,Ramdaypur
227405,640,Amethi,914,Amethi,169340,Rebha
227409,640,Amethi,914,Amethi,169241,Sultanpur
227405,640,Amethi,914,Amethi,169476,Thaura
227405,640,Amethi,914,Amethi,169403,Thegha
227409,640,Amethi,913,Gauriganj,169204,Ana Pur
227409,640,Amethi,913,Gauriganj,169221,Barna Tikar
227409,640,Amethi,913,Gauriganj,169258,Chandai Pur
227409,640,Amethi,913,Gauriganj,169231,Chauhan Pur
227409,640,Amethi,913,Gauriganj,169277,Chhitepur
227409,640,Amethi,913,Gauriganj,169213,Dhani Jalalpur
227409,640,Amethi,913,Gauriganj,169246,Dharu Pur
227409,640,Amethi,913,Gauriganj,169087,Duramau
227409,640,Amethi,913,Gauriganj,169208,Jethumawai
227409,640,Amethi,913,Gauriganj,169237,Kaji Patti
227409,640,Amethi,913,Gauriganj,169282,Lal Shah Pur
227409,640,Amethi,913,Gauriganj,169252,Lugri
227409,640,Amethi,913,Gauriganj,169224,Misrauli
227409,640,Amethi,913,Gauriganj,169245,Pure Fajil
227409,640,Amethi,913,Gauriganj,169255,Raghipur
227409,640,Amethi,913,Gauriganj,169265,Saintha
227409,640,Amethi,913,Gauriganj,169239,Senipur
227409,640,Amethi,913,Gauriganj,169212,Suja Pur
227405,640,Amethi,913,Gauriganj,169425,Sultanpur
227409,640,Amethi,912,Musafirkhana,168820,Purab Gaon
227405,640,Amethi,912,Musafirkhana,168700,Unch Gaon
244231,154,Amroha,729,Dhanaura,117580,Ahraula Mafi
244231,154,Amroha,729,Dhanaura,117703,Ahraula Tejvan
244231,154,Amroha,729,Dhanaura,117543,Amhera
244231,154,Amroha,729,Dhanaura,117469,Arafpur Khalsa
244235,154,Amroha,729,Dhanaura,117778,Atalee
244231,154,Amroha,729,Dhanaura,117476,Basee Ahat.
244235,154,Amroha,729,Dhanaura,117771,Bastaura Mafi
244231,154,Amroha,729,Dhanaura,117474,Bastora Rani
244235,154,Amroha,729,Dhanaura,117748,Bavanpura Mafi
244231,154,Amroha,729,Dhanaura,117483,Begampur
244231,154,Amroha,729,Dhanaura,117490,Berkhera
244231,154,Amroha,729,Dhanaura,117609,Bhataula Shumali
244231,154,Amroha,729,Dhanaura,117510,Bhogpur Ahatmali
244231,154,Amroha,729,Dhanaura,117599,Budhpura
244235,154,Amroha,729,Dhanaura,117784,Chak Dhanauree
244231,154,Amroha,729,Dhanaura,117619,Chak Kuan Khera
244225,154,Amroha,729,Dhanaura,117458,Chandra Must
244235,154,Amroha,729,Dhanaura,117731,Chaupura Molbee
244231,154,Amroha,729,Dhanaura,117584,Chhajjupura Taga
244231,154,Amroha,729,Dhanaura,117608,Daspur Mafi
244231,154,Amroha,729,Dhanaura,117582,Deengra
244231,154,Amroha,729,Dhanaura,117572,Dehara Chaq
244231,154,Amroha,729,Dhanaura,117562,Dehara Kadar Bakhsha
244235,154,Amroha,729,Dhanaura,117729,Dhakiya Bhoor
244231,154,Amroha,729,Dhanaura,117547,Dhanaura
244235,154,Amroha,729,Dhanaura,117713,Fareedpur Gadhi
244231,154,Amroha,729,Dhanaura,117468,Fatehullapur
244231,154,Amroha,729,Dhanaura,117587,Fauladpur
244235,154,Amroha,729,Dhanaura,117709,Faundapur
244231,154,Amroha,729,Dhanaura,117573,Fundedee
244231,154,Amroha,729,Dhanaura,117563,Gadde Khera
244235,154,Amroha,729,Dhanaura,117667,Gandabali Ahatmali
244231,154,Amroha,729,Dhanaura,117624,Ghansoorpur Mafi
244225,154,Amroha,729,Dhanaura,117513,Gulalpur Must.
244231,154,Amroha,729,Dhanaura,117625,Halpura
244225,154,Amroha,729,Dhanaura,117540,Inderpur
244231,154,Amroha,729,Dhanaura,117463,Jaithal Must.
244235,154,Amroha,729,Dhanaura,117770,Jalalpur Kalan
244235,154,Amroha,729,Dhanaura,117730,Jogipura
244231,154,Amroha,729,Dhanaura,117491,Jujhaila Chak
244225,154,Amroha,729,Dhanaura,117519,Kadrabad
244225,154,Amroha,729,Dhanaura,117498,Kaisra
244231,154,Amroha,729,Dhanaura,117545,Kalalee
244231,154,Amroha,729,Dhanaura,117497,Karampur Mafi
244235,154,Amroha,729,Dhanaura,117686,Karm Allipur
244231,154,Amroha,729,Dhanaura,117616,Kasampur Shumali
244235,154,Amroha,729,Dhanaura,117760,Khad Gujar
244231,154,Amroha,729,Dhanaura,117600,Khandsal
244231,154,Amroha,729,Dhanaura,117485,Lahadbar
244225,154,Amroha,729,Dhanaura,117533,Lihsadi Khurd
244231,154,Amroha,729,Dhanaura,117524,Mahawatpur
244235,154,Amroha,729,Dhanaura,117766,Maheshra
244225,154,Amroha,729,Dhanaura,117538,Margubpur
244225,154,Amroha,729,Dhanaura,117505,Meerapur Ahatmali
244231,154,Amroha,729,Dhanaura,117593,Meethanpur
244231,154,Amroha,729,Dhanaura,117602,Milak Akhtyarpur
244231,154,Amroha,729,Dhanaura,117522,Mudha Khera Khader
244231,154,Amroha,729,Dhanaura,117454,Mukarmpur Must
244235,154,Amroha,729,Dhanaura,117755,Nagliya Bahaderpur
244225,154,Amroha,729,Dhanaura,117541,Naseerpur Shumali
244235,154,Amroha,729,Dhanaura,117737,Paal
244231,154,Amroha,729,Dhanaura,117578,Para Khalsa
244235,154,Amroha,729,Dhanaura,117720,Rahimpur
244231,154,Amroha,729,Dhanaura,117475,Raibanadalleepur
244225,154,Amroha,729,Dhanaura,117457,Rampur Khader Ahat
244235,154,Amroha,729,Dhanaura,117710,Salarpur
244235,154,Amroha,729,Dhanaura,117754,Sanipura
244235,154,Amroha,729,Dhanaura,117692,Seekree Khadar
244235,154,Amroha,729,Dhanaura,117548,Shahbajpur Gujar
244235,154,Amroha,729,Dhanaura,117759,Shahbajpur Mafi
244231,154,Amroha,729,Dhanaura,117565,Shahpur Rajhera
244231,154,Amroha,729,Dhanaura,117487,Sherakpur
244225,154,Amroha,729,Dhanaura,117480,Sherpur Ahatmali
244235,154,Amroha,729,Dhanaura,117689,Sihali Gusain
244235,154,Amroha,729,Dhanaura,117673,Sihalimev Ahat.
244231,154,Amroha,729,Dhanaura,117521,Sujmna
244225,154,Amroha,729,Dhanaura,117484,Sultanpur Benger
244235,154,Amroha,729,Dhanaura,117693,Sunpura Khurd
244225,154,Amroha,729,Dhanaura,117539,Tomra
244235,154,Amroha,731,Hasanpur,118200,Bhagwanpur Khadar
244235,154,Amroha,731,Hasanpur,118227,Chhoya
244235,154,Amroha,731,Hasanpur,118471,Fathepur Goojar Labegang Ahtmali
244235,154,Amroha,731,Hasanpur,118215,Jajroula Ahatamali
244235,154,Amroha,731,Hasanpur,118230,Katai
244235,154,Amroha,731,Hasanpur,118229,Lisri Buzarg
244235,154,Amroha,731,Hasanpur,118197,Osita Ahtmali
244251,154,Amroha,6831,Naugawan Sadat,118195,Beelna
244251,154,Amroha,6831,Naugawan Sadat,117795,Budhanpur Mafi
244251,154,Amroha,6831,Naugawan Sadat,117974,Chak Mehdood
244251,154,Amroha,6831,Naugawan Sadat,117899,Dhakka
244251,154,Amroha,6831,Naugawan Sadat,117867,Husainpur Nikat Zeerki
244251,154,Amroha,6831,Naugawan Sadat,117640,Khandsal Kalan
244251,154,Amroha,6831,Naugawan Sadat,117647,Milak Mahamudpur
244251,154,Amroha,6831,Naugawan Sadat,117845,Nagli Sheikh
244251,154,Amroha,6831,Naugawan Sadat,117865,Nazarpur Kalan
244251,154,Amroha,6831,Naugawan Sadat,117883,Shekhupura Imma
244251,154,Amroha,6831,Naugawan Sadat,117848,Yusufpurmajra Kainch
206247,122,Auraiya,842,Auraiya,148562,Adhasi
206247,122,Auraiya,842,Auraiya,148628,Allapur
206244,122,Auraiya,842,Auraiya,939983,Badanpur
206122,122,Auraiya,842,Auraiya,148838,Baripur Maphi
206122,122,Auraiya,842,Auraiya,148803,Barmupur
206122,122,Auraiya,842,Auraiya,148789,Basantpur Mustkil
206122,122,Auraiya,842,Auraiya,148841,Bharonpur
206247,122,Auraiya,842,Auraiya,148583,Bhaupur Phaphund
206122,122,Auraiya,842,Auraiya,148839,Bheekhanpur
206122,122,Auraiya,842,Auraiya,148842,Chak Kuber
206247,122,Auraiya,842,Auraiya,148567,Chak Sahu
206122,122,Auraiya,842,Auraiya,148681,Chapauli
206246,122,Auraiya,842,Auraiya,148677,Dahgaon
206247,122,Auraiya,842,Auraiya,148655,Dewarpur
206122,122,Auraiya,842,Auraiya,148809,Dudhiya Khera
206247,122,Auraiya,842,Auraiya,148635,Dwarikapur Phaphund
206122,122,Auraiya,842,Auraiya,148763,Faridpur
206241,122,Auraiya,842,Auraiya,148554,Fatehpur Ramu
206247,122,Auraiya,842,Auraiya,148634,Gadanpur
206122,122,Auraiya,842,Auraiya,148840,Gajipur Ishwari Prasad
206247,122,Auraiya,842,Auraiya,148652,Gamnamau
206244,122,Auraiya,842,Auraiya,148671,Gauri Ganga Prasad
206122,122,Auraiya,842,Auraiya,148782,Jalokhar
206122,122,Auraiya,842,Auraiya,148783,Jamalipur
206122,122,Auraiya,842,Auraiya,148852,Jamuhan (Ct)
206247,122,Auraiya,842,Auraiya,148559,Jua
206122,122,Auraiya,842,Auraiya,148808,Kakhawatoo
206244,122,Auraiya,842,Auraiya,148667,Kakor Khurd
206244,122,Auraiya,842,Auraiya,148592,Kakrahi
206247,122,Auraiya,842,Auraiya,148641,Karahi
206247,122,Auraiya,842,Auraiya,148577,Khanpur Phaphund
206122,122,Auraiya,842,Auraiya,148785,Kulhupur
206244,122,Auraiya,842,Auraiya,148590,Lakhanapur
206122,122,Auraiya,842,Auraiya,148802,Madhupur
206247,122,Auraiya,842,Auraiya,148660,Mahatepur
206247,122,Auraiya,842,Auraiya,148630,Mamrazpur Kham
206122,122,Auraiya,842,Auraiya,148741,Manpur
206247,122,Auraiya,842,Auraiya,148623,Milak Kanauti
206247,122,Auraiya,842,Auraiya,148619,Milak Raidpur
206241,122,Auraiya,842,Auraiya,148555,Muraina Ram Datta
206122,122,Auraiya,842,Auraiya,148771,Nasirabad
206247,122,Auraiya,842,Auraiya,148573,Pasaipur Keshampur
206244,122,Auraiya,842,Auraiya,148620,Raidpur
206244,122,Auraiya,842,Auraiya,148616,Rampur Bihari
206122,122,Auraiya,842,Auraiya,148824,Rudauli
206244,122,Auraiya,842,Auraiya,148684,Ruherie
206122,122,Auraiya,842,Auraiya,148761,Sahabda
206122,122,Auraiya,842,Auraiya,148793,Samrathpur
206244,122,Auraiya,842,Auraiya,148608,Seehapur
206247,122,Auraiya,842,Auraiya,148637,Singlamau
206247,122,Auraiya,842,Auraiya,148588,Taharpur
206122,122,Auraiya,842,Auraiya,148781,Tikoli
206122,122,Auraiya,842,Auraiya,148823,Turkipur Chittar Singh
206247,122,Auraiya,842,Auraiya,148657,Turkipur Phaphund
206244,122,Auraiya,842,Auraiya,148668,Umar Sana
206244,122,Auraiya,842,Auraiya,148600,Usarari
206243,122,Auraiya,841,Bidhuna,148201,Alipur
206243,122,Auraiya,841,Bidhuna,148282,Asha
206241,122,Auraiya,841,Bidhuna,148284,Bajhera
206243,122,Auraiya,841,Bidhuna,148165,Barka Purwa
206243,122,Auraiya,841,Bidhuna,939988,Bidhuna Dehati
206243,122,Auraiya,841,Bidhuna,148207,Bunchpur
206243,122,Auraiya,841,Bidhuna,148143,Chandarpur Dehati
206241,122,Auraiya,841,Bidhuna,148260,Chandpur Garhia
206244,122,Auraiya,841,Bidhuna,148338,Dakhnai
206243,122,Auraiya,841,Bidhuna,148173,Dharmangadpur
206246,122,Auraiya,841,Bidhuna,148441,Dhirpur
206246,122,Auraiya,841,Bidhuna,148430,Divari
206241,122,Auraiya,841,Bidhuna,148234,Etaili
206247,122,Auraiya,841,Bidhuna,148288,Ghangarpur
206247,122,Auraiya,841,Bidhuna,148014,Ishwarpur
206247,122,Auraiya,841,Bidhuna,148071,Jagatpur
206247,122,Auraiya,841,Bidhuna,148231,Jaohar
206244,122,Auraiya,841,Bidhuna,148386,Kariyapur Asu
206243,122,Auraiya,841,Bidhuna,148170,Khan Jahanpur Sahar
206241,122,Auraiya,841,Bidhuna,148237,Kohana
206246,122,Auraiya,841,Bidhuna,148423,Madhawapur
206241,122,Auraiya,841,Bidhuna,148083,Makarandpur Bidhuna
206243,122,Auraiya,841,Bidhuna,148216,Matera
206241,122,Auraiya,841,Bidhuna,148272,Mishripur
206246,122,Auraiya,841,Bidhuna,148418,Mudriya
206247,122,Auraiya,841,Bidhuna,148392,Nagal Bhichauli
206241,122,Auraiya,841,Bidhuna,148283,Nagaria
206243,122,Auraiya,841,Bidhuna,148076,Nagla Bais
206247,122,Auraiya,841,Bidhuna,148029,Nagla Bandha
206247,122,Auraiya,841,Bidhuna,148273,Nanakpur
206241,122,Auraiya,841,Bidhuna,148267,Nandupur
206247,122,Auraiya,841,Bidhuna,148373,Pura Kalan
206241,122,Auraiya,841,Bidhuna,148289,Puranpur
206243,122,Auraiya,841,Bidhuna,148379,Purwa Hema
206244,122,Auraiya,841,Bidhuna,148391,Purwa Kanhai
206241,122,Auraiya,841,Bidhuna,148258,Purwa Khuman
206243,122,Auraiya,841,Bidhuna,148307,Purwa Patti
206247,122,Auraiya,841,Bidhuna,148401,Purwa Samai
206243,122,Auraiya,841,Bidhuna,148179,Pusauli
206241,122,Auraiya,841,Bidhuna,148265,Raipur Phaphoond
206243,122,Auraiya,841,Bidhuna,148075,Rathgaon
206243,122,Auraiya,841,Bidhuna,148174,Raypur Kaithawa
206243,122,Auraiya,841,Bidhuna,148162,Rooppur Sahar
206243,122,Auraiya,841,Bidhuna,148169,Sabahad
206241,122,Auraiya,841,Bidhuna,148271,Sahwajpur Phaphoond
206243,122,Auraiya,841,Bidhuna,148304,Shivpur
206243,122,Auraiya,841,Bidhuna,148097,Sindhi Seora
206241,122,Auraiya,841,Bidhuna,148259,Sirsa
206241,122,Auraiya,841,Bidhuna,148257,Tehrajpur
206244,122,Auraiya,841,Bidhuna,148099,Umredhi
206246,122,Auraiya,841,Bidhuna,148435,Vijhai
206247,122,Auraiya,841,Bidhuna,148361,Walidadpur
224204,140,Ayodhya,906,Bikapur,166836,Ahirauli
224204,140,Ayodhya,906,Bikapur,166606,Bachhauli Mu. Dhema
224204,140,Ayodhya,906,Bikapur,166822,Bhaisauli
224204,140,Ayodhya,906,Bikapur,166641,Bhawapur
224204,140,Ayodhya,906,Bikapur,166656,Bhikhipur Jhaliha
224204,140,Ayodhya,906,Bikapur,939992,Bikapur
224204,140,Ayodhya,906,Bikapur,939993,Bilarimafi
224204,140,Ayodhya,906,Bikapur,166757,Chaurey Chandauli
224204,140,Ayodhya,906,Bikapur,166704,Chawardhar
224204,140,Ayodhya,906,Bikapur,166728,Dayaljot
224204,140,Ayodhya,906,Bikapur,166594,Deori Mu. Dhema
224204,140,Ayodhya,906,Bikapur,166635,Dhanuawa
224204,140,Ayodhya,906,Bikapur,166592,Dhemashivbaxrai
224204,140,Ayodhya,906,Bikapur,166686,Dubawa
224204,140,Ayodhya,906,Bikapur,166811,Garauli
224204,140,Ayodhya,906,Bikapur,166905,Gauhani Khurd
224204,140,Ayodhya,906,Bikapur,166768,Ichhauri
224204,140,Ayodhya,906,Bikapur,166609,Jalalpur Bhaggu
224204,140,Ayodhya,906,Bikapur,166794,Kadipur
224204,140,Ayodhya,906,Bikapur,166886,Karaudi Mu. Dharethadashrathpur
224204,140,Ayodhya,906,Bikapur,166776,Keshruwa Bujurg
224204,140,Ayodhya,906,Bikapur,166629,Khewli
224204,140,Ayodhya,906,Bikapur,166884,Malawan
224204,140,Ayodhya,906,Bikapur,166619,Pachhim Para
224204,140,Ayodhya,906,Bikapur,166605,Padarath Pur
224204,140,Ayodhya,906,Bikapur,166597,Parwar Para
224204,140,Ayodhya,906,Bikapur,166767,Ramdaspur
224204,140,Ayodhya,906,Bikapur,939999,Seenka
224204,140,Ayodhya,906,Bikapur,166842,Tarun
224202,140,Ayodhya,906,Bikapur,166777,Umapurbad Farosha
224001,140,Ayodhya,905,Faizabad,166338,Abboo Sarai Bnp
224204,140,Ayodhya,905,Faizabad,166434,Karma Kondari
224001,140,Ayodhya,905,Faizabad,166363,Korkhana Bnp
224001,140,Ayodhya,905,Faizabad,166353,Paliya Shahzadi
224120,140,Ayodhya,905,Faizabad,166460,Rudauliya
224001,140,Ayodhya,905,Faizabad,940018,Sultanpur Bachhra Bnp
224229,140,Ayodhya,903,Milkipur,166109,Baripara
224229,140,Ayodhya,903,Milkipur,166005,Biraulijham
224229,140,Ayodhya,903,Milkipur,165997,Jagannath Pur
224229,140,Ayodhya,903,Milkipur,166113,Para Dhanthua
224001,140,Ayodhya,903,Milkipur,166033,Sari Chumna
224120,140,Ayodhya,902,Rudauli,165787,Amahta
274201,137,Deoria,963,Bhatpar Rani,191617,Gopalpur
274201,137,Deoria,963,Bhatpar Rani,191620,Khiria
274201,137,Deoria,963,Bhatpar Rani,191613,Laxmipur
274201,137,Deoria,963,Bhatpar Rani,191633,Motipur Bhual
274201,137,Deoria,963,Bhatpar Rani,191626,Pipra Bithal
274408,137,Deoria,959,Deoria,190063,Ahirauli
274807,137,Deoria,959,Deoria,190418,Banuadih
274408,137,Deoria,959,Deoria,190113,Banzaria
274404,137,Deoria,959,Deoria,190018,Barwamir Chhapar
274807,137,Deoria,959,Deoria,190299,Belwaniatola
274404,137,Deoria,959,Deoria,190014,Bhikham Chhapra
274404,137,Deoria,959,Deoria,189879,Bikaram Bishunpur
274408,137,Deoria,959,Deoria,190093,Bishunpur Bhupati
274404,137,Deoria,959,Deoria,190173,Chak Sakalgir
274404,137,Deoria,959,Deoria,190000,Deoria (Nakchhed)
274408,137,Deoria,959,Deoria,190073,Deurwa
274807,137,Deoria,959,Deoria,190376,Dhanauti
274404,137,Deoria,959,Deoria,190466,Dulhu
274404,137,Deoria,959,Deoria,190201,Ghortap
274404,137,Deoria,959,Deoria,190164,Ghundikund Khurd
274807,137,Deoria,959,Deoria,190349,Gobarai Khas
274404,137,Deoria,959,Deoria,189792,Gopalpur
274201,137,Deoria,959,Deoria,189946,Gudri
274408,137,Deoria,959,Deoria,190202,Gurmiha
274404,137,Deoria,959,Deoria,190148,Kanthi Patti
274404,137,Deoria,959,Deoria,190108,Kaulachak
274404,137,Deoria,959,Deoria,189843,Keshobari
274408,137,Deoria,959,Deoria,190057,Khagi Tola
274404,137,Deoria,959,Deoria,190249,Khrechhapar
274807,137,Deoria,959,Deoria,190291,Kusmaha Urf Belwa
274807,137,Deoria,959,Deoria,190314,Lagra
274807,137,Deoria,959,Deoria,190437,Lohara
274807,137,Deoria,959,Deoria,190379,Maharajpur
274408,137,Deoria,959,Deoria,190074,Mahuapatan
274404,137,Deoria,959,Deoria,189983,Mahui
274404,137,Deoria,959,Deoria,190181,Mahuwawa Buzurg
274404,137,Deoria,959,Deoria,190174,Mahuwawa Khurd
274404,137,Deoria,959,Deoria,190129,Medi Patti
274404,137,Deoria,959,Deoria,190137,Mehaharhungpur
274807,137,Deoria,959,Deoria,190435,Mundera Khurd
274404,137,Deoria,959,Deoria,190193,Neruari
274408,137,Deoria,959,Deoria,190245,Pachrokhia
274404,137,Deoria,959,Deoria,190082,Padauli
274408,137,Deoria,959,Deoria,190075,Paharpur
274404,137,Deoria,959,Deoria,190216,Pakaha
274807,137,Deoria,959,Deoria,190198,Pandeypur
274807,137,Deoria,959,Deoria,190363,Parasia Bhandari
274404,137,Deoria,959,Deoria,190250,Patana Khas
274404,137,Deoria,959,Deoria,190162,Pathardewa
274408,137,Deoria,959,Deoria,189895,Piprahia
274404,137,Deoria,959,Deoria,190241,Pokhr Bhinda
274404,137,Deoria,959,Deoria,190380,Rajauli
274807,137,Deoria,959,Deoria,190432,Ranighat
274408,137,Deoria,959,Deoria,190246,Ratanpura
274404,137,Deoria,959,Deoria,190195,Shahpur Bhikham
274408,137,Deoria,959,Deoria,190095,Sirsia Gotha
274408,137,Deoria,959,Deoria,190104,Sohanria
274404,137,Deoria,959,Deoria,190346,Sonbarsa
274408,137,Deoria,959,Deoria,190079,Sonhula Ramnagar
274205,137,Deoria,960,Rudrapur,190741,Khokharbar
274205,137,Deoria,960,Rudrapur,190628,Nakil
274205,137,Deoria,960,Rudrapur,190759,Padri Misra
207249,138,Etah,1007,Aliganj,214415,Bandu Pura
207249,138,Etah,1007,Aliganj,214455,Basantpur
207249,138,Etah,1007,Aliganj,214417,Dharra
207249,138,Etah,1007,Aliganj,214589,Harisinhpur
207249,138,Etah,1007,Aliganj,214427,Rajabpur
207249,138,Etah,1007,Aliganj,214465,Targawan
207249,138,Etah,1007,Aliganj,214413,Tigara Bhamaura
207001,138,Etah,1008,Etah,214932,Barthar
